,KRW-BTC,KRW-ETH,KRW-XRP,KRW-ADA,KRW-ETC,KRW-BCH,KRW-XLM
2019-07-05 09:00:00,1.3367,0.34955,4.6,0.9259999999999999,0.9495,4.847,1.22
2019-07-06 09:00:00,1.3607,0.34805,4.71,0.9359999999999999,0.943,4.9115,1.25
2019-07-07 09:00:00,1.3652,0.36455,4.74,0.9540000000000001,0.95,4.9125,1.27
2019-07-08 09:00:00,1.457,0.37145,4.78,0.953,0.955,4.96,1.24
2019-07-09 09:00:00,1.494,0.36615,4.69,0.9259999999999999,0.9395,4.941,1.2
2019-07-10 09:00:00,1.4595,0.3485,4.35,0.868,0.8785,4.6945,1.14
2019-07-11 09:00:00,1.377,0.32625,3.99,0.789,0.8055,4.192,1.05
2019-07-12 09:00:00,1.4199,0.3314,4.15,0.8370000000000001,0.8155,4.2515,1.19
2019-07-13 09:00:00,1.381,0.3266,4.05,0.8109999999999999,0.8035,4.1825,1.16
2019-07-14 09:00:00,1.2425,0.2762,3.71,0.7240000000000001,0.6865,3.446,1.05
2019-07-15 09:00:00,1.3166,0.27775,3.81,0.718,0.7,3.8015,1.05
2019-07-16 09:00:00,1.1448,0.24075,3.58,0.63,0.6465,3.4285,0.951
2019-07-17 09:00:00,1.1648,0.25425,3.74,0.664,0.6885,3.5135,0.9690000000000001
2019-07-18 09:00:00,1.2659,0.2687,3.81,0.695,0.7175,3.7315,1.05
2019-07-19 09:00:00,1.2549,0.2633,3.81,0.711,0.6995,3.6705,1.12
2019-07-20 09:00:00,1.278,0.2718,3.97,0.747,0.7315,3.8605,1.12
2019-07-21 09:00:00,1.2565,0.26735,3.92,0.727,0.7425,3.8145,1.09
2019-07-22 09:00:00,1.231,0.2593,3.83,0.708,0.757,3.6995,1.05
2019-07-23 09:00:00,1.1797,0.25415,3.7,0.667,0.7195,3.5545,1.0
2019-07-24 09:00:00,1.1611,0.25715,3.76,0.701,0.7235,3.5985,1.02
2019-07-25 09:00:00,1.1743,0.26035,3.73,0.696,0.714,3.5945,1.01
2019-07-26 09:00:00,1.168,0.25985,3.84,0.743,0.7335,3.7565,1.05
2019-07-27 09:00:00,1.131,0.24725,3.7,0.716,0.709,3.653,1.0
2019-07-28 09:00:00,1.131,0.25085,3.7,0.701,0.699,3.6855,0.9940000000000001
2019-07-29 09:00:00,1.128,0.2499,3.68,0.715,0.7025,3.628,0.987
2019-07-30 09:00:00,1.1323,0.24815,3.77,0.7070000000000001,0.702,3.762,0.986
2019-07-31 09:00:00,1.1957,0.25915,3.8,0.7140000000000001,0.718,3.895,0.995
2019-08-01 09:00:00,1.2317,0.257,3.74,0.695,0.707,3.8995,0.978
2019-08-02 09:00:00,1.2563,0.2598,3.71,0.684,0.703,3.909,0.981
2019-08-03 09:00:00,1.2773,0.26225,3.74,0.6809999999999999,0.695,3.9655,0.971
2019-08-04 09:00:00,1.2958,0.2625,3.77,0.664,0.722,3.97,0.97
2019-08-05 09:00:00,1.4181,0.27965,3.86,0.677,0.739,4.163,0.9840000000000001
2019-08-06 09:00:00,1.3782,0.27165,3.74,0.643,0.705,4.0355,0.9420000000000001
2019-08-07 09:00:00,1.4219,0.26825,3.7,0.617,0.7015,4.018,0.934
2019-08-08 09:00:00,1.4241,0.2632,3.67,0.622,0.7145,3.9615,0.9159999999999999
2019-08-09 09:00:00,1.4248,0.25255,3.56,0.574,0.6985,3.7845,0.862
2019-08-10 09:00:00,1.3699,0.25015,3.62,0.629,0.6845,3.827,0.8909999999999999
2019-08-11 09:00:00,1.3876,0.25985,3.64,0.66,0.699,4.0645,0.9390000000000001
2019-08-12 09:00:00,1.3696,0.2541,3.61,0.638,0.6975,3.969,0.907
2019-08-13 09:00:00,1.3147,0.2523,3.59,0.633,0.7135,4.2,0.897
2019-08-14 09:00:00,1.2202,0.22685,3.19,0.5720000000000001,0.68,3.779,0.8390000000000001
2019-08-15 09:00:00,1.2619,0.23035,3.23,0.58,0.691,3.8445,0.858
2019-08-16 09:00:00,1.2575,0.2251,3.18,0.569,0.671,3.757,0.8320000000000001
2019-08-17 09:00:00,1.2424,0.22595,3.23,0.575,0.665,3.7285,0.823
2019-08-18 09:00:00,1.2509,0.23555,3.43,0.612,0.6755,3.838,0.857
2019-08-19 09:00:00,1.3165,0.2445,3.4,0.605,0.672,3.921,0.866
2019-08-20 09:00:00,1.2952,0.23685,3.31,0.5920000000000001,0.7265,3.8015,0.8290000000000001
2019-08-21 09:00:00,1.2293,0.22705,3.22,0.573,0.746,3.6885,0.8109999999999999
2019-08-22 09:00:00,1.221,0.22985,3.27,0.594,0.8705,3.7635,0.8240000000000001
2019-08-23 09:00:00,1.2443,0.23225,3.32,0.596,0.858,3.7795,0.8290000000000001
2019-08-24 09:00:00,1.2201,0.22995,3.28,0.604,0.8265,3.683,0.847
2019-08-25 09:00:00,1.2218,0.22505,3.25,0.598,0.8605,3.6875,0.8320000000000001
2019-08-26 09:00:00,1.2421,0.2259,3.24,0.594,0.8815,3.728,0.833
2019-08-27 09:00:00,1.2208,0.22465,3.24,0.598,0.8635,3.6965,0.8220000000000001
2019-08-28 09:00:00,1.1787,0.2098,3.11,0.555,0.784,3.5405,0.7759999999999999
2019-08-29 09:00:00,1.1525,0.2051,3.11,0.541,0.723,3.404,0.75
2019-08-30 09:00:00,1.1632,0.2046,3.1,0.5429999999999999,0.7645,3.39,0.7509999999999999
2019-08-31 09:00:00,1.1612,0.2078,3.12,0.542,0.7585,3.3765,0.752
2019-09-01 09:00:00,1.1768,0.2065,3.1,0.536,0.754,3.396,0.75
2019-09-02 09:00:00,1.2435,0.21405,3.14,0.5429999999999999,0.8035,3.5185,0.758
2019-09-03 09:00:00,1.2703,0.21425,3.15,0.5589999999999999,0.8135,3.597,0.755
2019-09-04 09:00:00,1.2641,0.2091,3.1,0.5429999999999999,0.809,3.515,0.741
2019-09-05 09:00:00,1.2644,0.2082,3.07,0.5329999999999999,0.844,3.503,0.721
2019-09-06 09:00:00,1.2341,0.2027,3.01,0.531,0.799,3.4355,0.696
2019-09-07 09:00:00,1.2473,0.2118,3.1,0.5479999999999999,0.794,3.57,0.722
2019-09-08 09:00:00,1.237,0.21555,3.11,0.557,0.7915,3.6535,0.727
2019-09-09 09:00:00,1.2278,0.21495,3.09,0.5579999999999999,0.785,3.621,0.716
2019-09-10 09:00:00,1.2078,0.215,3.09,0.556,0.781,3.6335,0.711
2019-09-11 09:00:00,1.2162,0.2132,3.06,0.539,0.7575,3.5765,0.703
2019-09-12 09:00:00,1.2427,0.2156,3.03,0.541,0.74,3.5805,0.696
2019-09-13 09:00:00,1.2306,0.2156,3.04,0.5429999999999999,0.7355,3.5455,0.687
2019-09-14 09:00:00,1.2253,0.2228,3.1,0.551,0.742,3.605,0.6940000000000001
2019-09-15 09:00:00,1.2169,0.22345,3.07,0.551,0.74,3.5815,0.688
2019-09-16 09:00:00,1.2133,0.2335,3.08,0.5579999999999999,0.735,3.6355,0.6940000000000001
2019-09-17 09:00:00,1.2061,0.2463,3.38,0.578,0.7425,3.768,0.752
2019-09-18 09:00:00,1.205,0.2493,3.71,0.63,0.755,3.837,0.981
2019-09-19 09:00:00,1.218,0.26175,3.57,0.623,0.741,3.841,0.9590000000000001
2019-09-20 09:00:00,1.2074,0.25885,3.48,0.624,0.7325,3.7525,0.858
2019-09-21 09:00:00,1.1891,0.2561,3.44,0.617,0.729,3.7095,0.831
2019-09-22 09:00:00,1.1936,0.2511,3.28,0.58,0.715,3.6525,0.813
2019-09-23 09:00:00,1.1545,0.23925,3.19,0.551,0.692,3.467,0.758
2019-09-24 09:00:00,1.0194,0.19985,2.81,0.44799999999999995,0.556,2.7115,0.636
2019-09-25 09:00:00,1.0143,0.20435,2.94,0.47,0.5775,2.735,0.6859999999999999
2019-09-26 09:00:00,0.97,0.19955,2.92,0.45899999999999996,0.5625,2.579,0.7020000000000001
2019-09-27 09:00:00,0.9833,0.20895,2.92,0.47200000000000003,0.5605,2.6465,0.7070000000000001
2019-09-28 09:00:00,0.9874,0.20915,2.92,0.466,0.563,2.735,0.7040000000000001
2019-09-29 09:00:00,0.967,0.20365,2.89,0.44799999999999995,0.547,2.624,0.698
2019-09-30 09:00:00,0.9945,0.2168,3.08,0.466,0.565,2.729,0.742
2019-10-01 09:00:00,0.9987,0.2119,2.99,0.461,0.553,2.677,0.7040000000000001
2019-10-02 09:00:00,1.0077,0.21745,3.04,0.474,0.5645,2.711,0.72
2019-10-03 09:00:00,0.9937,0.21065,2.98,0.46299999999999997,0.556,2.6785,0.706
2019-10-04 09:00:00,0.9755,0.21035,3.03,0.473,0.55,2.657,0.703
2019-10-05 09:00:00,0.972,0.21075,3.03,0.474,0.552,2.663,0.7040000000000001
2019-10-06 09:00:00,0.9443,0.204,3.06,0.466,0.5385,2.639,0.701
2019-10-07 09:00:00,0.9749,0.2142,3.28,0.49200000000000005,0.5555,2.7675,0.738
2019-10-08 09:00:00,0.9728,0.21505,3.3,0.491,0.551,2.7565,0.737
2019-10-09 09:00:00,1.0182,0.2295,3.34,0.504,0.604,2.835,0.7509999999999999
2019-10-10 09:00:00,1.0167,0.2271,3.22,0.494,0.574,2.728,0.73
2019-10-11 09:00:00,0.9814,0.21465,3.18,0.47700000000000004,0.5515,2.62,0.7120000000000001
2019-10-12 09:00:00,0.9867,0.21375,3.23,0.48,0.5595,2.665,0.725
2019-10-13 09:00:00,0.9807,0.21475,3.29,0.49,0.5635,2.643,0.728
2019-10-14 09:00:00,0.9871,0.2209,3.51,0.494,0.5665,2.6945,0.7829999999999999
2019-10-15 09:00:00,0.9719,0.21485,3.43,0.47200000000000003,0.539,2.643,0.759
2019-10-16 09:00:00,0.9525,0.20805,3.38,0.45899999999999996,0.525,2.585,0.736
2019-10-17 09:00:00,0.9563,0.20985,3.57,0.466,0.533,2.6045,0.77
2019-10-18 09:00:00,0.9434,0.2053,3.49,0.451,0.524,2.52,0.7490000000000001
2019-10-19 09:00:00,0.9437,0.204,3.46,0.462,0.523,2.5295,0.741
2019-10-20 09:00:00,0.971,0.20705,3.48,0.465,0.5325,2.659,0.746
2019-10-21 09:00:00,0.9663,0.2051,3.44,0.461,0.539,2.7385,0.753
2019-10-22 09:00:00,0.947,0.2022,3.43,0.456,0.523,2.673,0.7440000000000001
2019-10-23 09:00:00,0.8826,0.1922,3.23,0.429,0.5025,2.4785,0.7090000000000001
2019-10-24 09:00:00,0.8743,0.18925,3.25,0.441,0.502,2.5,0.708
2019-10-25 09:00:00,1.0063,0.2107,3.46,0.479,0.5505,3.0085,0.748
2019-10-26 09:00:00,1.073,0.2085,3.41,0.47,0.531,2.937,0.728
2019-10-27 09:00:00,1.0975,0.21175,3.43,0.48700000000000004,0.551,3.006,0.75
2019-10-28 09:00:00,1.0736,0.21105,3.43,0.491,0.553,3.071,0.7509999999999999
2019-10-29 09:00:00,1.0894,0.22,3.49,0.503,0.571,3.35,0.77
2019-10-30 09:00:00,1.0682,0.214,3.44,0.486,0.5585,3.374,0.745
2019-10-31 09:00:00,1.0692,0.21345,3.45,0.484,0.5625,3.307,0.763
2019-11-01 09:00:00,1.0805,0.214,3.42,0.493,0.569,3.2585,0.8079999999999999
2019-11-02 09:00:00,1.0851,0.2135,3.43,0.495,0.576,3.376,0.831
2019-11-03 09:00:00,1.0765,0.21275,3.41,0.488,0.5725,3.413,0.8029999999999999
2019-11-04 09:00:00,1.0846,0.21465,3.45,0.499,0.5715,3.3575,0.92
2019-11-05 09:00:00,1.0752,0.21785,3.48,0.51,0.579,3.3875,0.95
2019-11-06 09:00:00,1.0751,0.22,3.57,0.516,0.585,3.514,0.8859999999999999
2019-11-07 09:00:00,1.0668,0.2163,3.38,0.503,0.607,3.387,0.861
2019-11-08 09:00:00,1.0212,0.2137,3.21,0.49,0.5785,3.221,0.8270000000000001
2019-11-09 09:00:00,1.0248,0.21495,3.26,0.494,0.577,3.2915,0.851
2019-11-10 09:00:00,1.0496,0.21905,3.25,0.509,0.587,3.394,0.9179999999999999
2019-11-11 09:00:00,1.0168,0.2153,3.19,0.502,0.569,3.337,0.93
2019-11-12 09:00:00,1.0257,0.2175,3.17,0.508,0.571,3.3605,0.894
2019-11-13 09:00:00,1.0211,0.2192,3.17,0.505,0.5655,3.324,0.885
2019-11-14 09:00:00,1.0075,0.2155,3.12,0.498,0.555,3.2325,0.863
2019-11-15 09:00:00,0.9914,0.21075,3.05,0.511,0.5335,3.0805,0.843
2019-11-16 09:00:00,0.9926,0.21335,3.06,0.513,0.541,3.0835,0.833
2019-11-17 09:00:00,0.9924,0.2146,3.06,0.525,0.5385,3.063,0.835
2019-11-18 09:00:00,0.958,0.2086,2.94,0.505,0.512,2.8865,0.785
2019-11-19 09:00:00,0.9503,0.20555,2.97,0.493,0.5115,2.838,0.768
2019-11-20 09:00:00,0.9486,0.20485,2.93,0.48,0.509,2.8515,0.7509999999999999
2019-11-21 09:00:00,0.9024,0.19065,2.87,0.45399999999999996,0.4955,2.6835,0.716
2019-11-22 09:00:00,0.8651,0.17815,2.76,0.441,0.461,2.478,0.706
2019-11-23 09:00:00,0.867,0.18025,2.78,0.451,0.4745,2.566,0.73
2019-11-24 09:00:00,0.8218,0.167,2.62,0.41700000000000004,0.4405,2.4055,0.6609999999999999
2019-11-25 09:00:00,0.8338,0.171,2.56,0.42100000000000004,0.443,2.44,0.67
2019-11-26 09:00:00,0.841,0.17305,2.59,0.431,0.4555,2.4765,0.6759999999999999
2019-11-27 09:00:00,0.8702,0.1765,2.62,0.45,0.4625,2.544,0.7020000000000001
2019-11-28 09:00:00,0.8674,0.17535,2.62,0.462,0.4725,2.5265,0.7120000000000001
2019-11-29 09:00:00,0.9037,0.1805,2.68,0.48200000000000004,0.4835,2.6185,0.726
2019-11-30 09:00:00,0.8838,0.1775,2.65,0.469,0.463,2.5515,0.698
2019-12-01 09:00:00,0.863,0.17515,2.62,0.461,0.462,2.4975,0.695
2019-12-02 09:00:00,0.8585,0.17465,2.59,0.449,0.4545,2.4985,0.6729999999999999
2019-12-03 09:00:00,0.8607,0.17375,2.6,0.446,0.45,2.4925,0.6729999999999999
2019-12-04 09:00:00,0.8515,0.17165,2.53,0.43799999999999994,0.444,2.443,0.657
2019-12-05 09:00:00,0.8685,0.1737,2.6,0.44299999999999995,0.4455,2.4825,0.657
2019-12-06 09:00:00,0.8813,0.17405,2.63,0.447,0.4535,2.496,0.6579999999999999
2019-12-07 09:00:00,0.8784,0.17265,2.66,0.447,0.453,2.4755,0.657
2019-12-08 09:00:00,0.8807,0.17575,2.67,0.451,0.4575,2.4975,0.662
2019-12-09 09:00:00,0.8679,0.173,2.64,0.44,0.4475,2.4565,0.65
2019-12-10 09:00:00,0.8537,0.1704,2.6,0.428,0.4455,2.4245,0.632
2019-12-11 09:00:00,0.849,0.168,2.59,0.429,0.4425,2.4235,0.628
2019-12-12 09:00:00,0.8437,0.16685,2.56,0.428,0.4475,2.398,0.629
2019-12-13 09:00:00,0.849,0.16805,2.58,0.435,0.4505,2.4485,0.6409999999999999
2019-12-14 09:00:00,0.8277,0.1638,2.52,0.423,0.4435,2.388,0.616
2019-12-15 09:00:00,0.8319,0.16525,2.53,0.426,0.444,2.403,0.622
2019-12-16 09:00:00,0.805,0.1547,2.42,0.401,0.4295,2.29,0.584
2019-12-17 09:00:00,0.7742,0.1422,2.18,0.371,0.4005,2.0745,0.54
2019-12-18 09:00:00,0.8466,0.1528,2.28,0.401,0.4375,2.209,0.5579999999999999
2019-12-19 09:00:00,0.8328,0.1484,2.22,0.39399999999999996,0.4315,2.1645,0.5539999999999999
2019-12-20 09:00:00,0.8338,0.14845,2.28,0.396,0.462,2.178,0.563
2019-12-21 09:00:00,0.8295,0.14685,2.25,0.39299999999999996,0.474,2.165,0.552
2019-12-22 09:00:00,0.8689,0.15165,2.3,0.401,0.4835,2.28,0.5710000000000001
2019-12-23 09:00:00,0.852,0.148,2.23,0.392,0.4635,2.2195,0.555
2019-12-24 09:00:00,0.847,0.1482,2.24,0.39299999999999996,0.4575,2.223,0.5529999999999999
2019-12-25 09:00:00,0.837,0.14505,2.21,0.38799999999999996,0.4645,2.1775,0.541
2019-12-26 09:00:00,0.8371,0.1452,2.22,0.396,0.5135,2.178,0.546
2019-12-27 09:00:00,0.8385,0.14545,2.2,0.39,0.514,2.341,0.539
2019-12-28 09:00:00,0.8432,0.1466,2.24,0.391,0.5055,2.375,0.547
2019-12-29 09:00:00,0.8486,0.15095,2.26,0.395,0.5305,2.436,0.5489999999999999
2019-12-30 09:00:00,0.8341,0.14935,2.23,0.389,0.5255,2.4005,0.542
2019-12-31 09:00:00,0.8312,0.1481,2.23,0.387,0.5185,2.371,0.545
2020-01-01 09:00:00,0.83,0.14915,2.23,0.385,0.5075,2.3575,0.541
2020-01-02 09:00:00,0.8037,0.14465,2.16,0.376,0.486,2.2585,0.518
2020-01-03 09:00:00,0.8474,0.15255,2.23,0.39299999999999996,0.527,2.547,0.536
2020-01-04 09:00:00,0.8482,0.15325,2.22,0.39,0.534,2.5705,0.531
2020-01-05 09:00:00,0.8454,0.15415,2.23,0.392,0.551,2.5605,0.5329999999999999
2020-01-06 09:00:00,0.8866,0.1632,2.51,0.419,0.5725,2.7665,0.578
2020-01-07 09:00:00,0.9398,0.16475,2.45,0.42,0.554,2.7845,0.573
2020-01-08 09:00:00,0.9085,0.1583,2.34,0.406,0.5485,2.71,0.546
2020-01-09 09:00:00,0.8941,0.1565,2.33,0.402,0.5685,2.7,0.537
2020-01-10 09:00:00,0.9233,0.1634,2.4,0.41200000000000003,0.578,3.0165,0.55
2020-01-11 09:00:00,0.906,0.1611,2.38,0.41,0.6105,2.916,0.5539999999999999
2020-01-12 09:00:00,0.9213,0.16425,2.42,0.41600000000000004,0.6065,2.999,0.556
2020-01-13 09:00:00,0.9172,0.16245,2.39,0.41,0.593,3.0,0.5489999999999999
2020-01-14 09:00:00,0.9716,0.1822,2.58,0.449,0.7195,3.7845,0.5870000000000001
2020-01-15 09:00:00,0.9735,0.1835,2.57,0.455,0.83,3.604,0.605
2020-01-16 09:00:00,0.9785,0.184,2.56,0.455,0.9185,3.5715,0.602
2020-01-17 09:00:00,0.9992,0.19065,2.68,0.48700000000000004,1.058,3.9735,0.665
2020-01-18 09:00:00,1.0085,0.19695,2.76,0.493,0.993,3.851,0.684
2020-01-19 09:00:00,0.9887,0.18955,2.68,0.47,0.9715,3.855,0.669
2020-01-20 09:00:00,0.9851,0.19015,2.66,0.475,0.9855,3.8705,0.685
2020-01-21 09:00:00,0.9958,0.193,2.71,0.505,1.006,3.8915,0.7
2020-01-22 09:00:00,0.9922,0.19185,2.71,0.509,1.065,3.925,0.6940000000000001
2020-01-23 09:00:00,0.975,0.1886,2.62,0.491,0.98,3.71,0.669
2020-01-24 09:00:00,0.9813,0.18905,2.58,0.503,1.001,3.6985,0.66
2020-01-25 09:00:00,0.9745,0.187,2.56,0.493,0.981,3.6145,0.654
2020-01-26 09:00:00,0.9966,0.19395,2.67,0.512,1.061,4.0235,0.674
2020-01-27 09:00:00,1.0132,0.1935,2.64,0.5329999999999999,1.181,4.0935,0.6779999999999999
2020-01-28 09:00:00,1.057,0.19825,2.71,0.5760000000000001,1.292,4.1695,0.7020000000000001
2020-01-29 09:00:00,1.067,0.1994,2.71,0.612,1.403,4.2855,0.701
2020-01-30 09:00:00,1.0779,0.20905,2.76,0.63,1.395,4.407,0.715
2020-01-31 09:00:00,1.0781,0.20795,2.75,0.619,1.305,4.3275,0.698
2020-02-01 09:00:00,1.082,0.2115,2.78,0.645,1.328,4.373,0.718
2020-02-02 09:00:00,1.0765,0.2173,2.89,0.6409999999999999,1.309,4.3485,0.731
2020-02-03 09:00:00,1.075,0.21945,2.94,0.66,1.368,4.4435,0.743
2020-02-04 09:00:00,1.0635,0.2186,3.09,0.647,1.322,4.397,0.764
2020-02-05 09:00:00,1.1054,0.23445,3.2,0.6809999999999999,1.418,5.134,0.794
2020-02-06 09:00:00,1.1264,0.24555,3.27,0.6920000000000001,1.398,5.144,0.8190000000000001
2020-02-07 09:00:00,1.149,0.2619,3.28,0.7,1.37,5.144,0.8440000000000001
2020-02-08 09:00:00,1.1568,0.261,3.24,0.7,1.367,5.197,0.83
2020-02-09 09:00:00,1.1821,0.2662,3.3,0.72,1.366,5.241,0.853
2020-02-10 09:00:00,1.152,0.2609,3.21,0.703,1.382,5.286,0.825
2020-02-11 09:00:00,1.1819,0.27345,3.25,0.732,1.383,5.364,0.855
2020-02-12 09:00:00,1.1793,0.3026,3.47,0.777,1.399,5.387,0.9129999999999999
2020-02-13 09:00:00,1.1793,0.3095,3.78,0.792,1.389,5.488,0.9570000000000001
2020-02-14 09:00:00,1.1845,0.32685,3.84,0.81,1.379,5.652,0.995
2020-02-15 09:00:00,1.1503,0.3074,3.57,0.745,1.208,5.088,0.9159999999999999
2020-02-16 09:00:00,1.1659,0.30505,3.44,0.7240000000000001,1.128,4.9245,0.875
2020-02-17 09:00:00,1.1438,0.31485,3.38,0.7090000000000001,1.136,4.854,0.86
2020-02-18 09:00:00,1.1838,0.32905,3.47,0.728,1.149,4.892,0.883
2020-02-19 09:00:00,1.1415,0.3082,3.27,0.684,1.05,4.528,0.835
2020-02-20 09:00:00,1.152,0.3089,3.26,0.695,1.066,4.4605,0.847
2020-02-21 09:00:00,1.1498,0.3144,3.26,0.695,1.122,4.4985,0.843
2020-02-22 09:00:00,1.1496,0.3108,3.27,0.6920000000000001,1.132,4.438,0.8370000000000001
2020-02-23 09:00:00,1.1753,0.3245,3.35,0.727,1.151,4.7495,0.865
2020-02-24 09:00:00,1.1633,0.32,3.26,0.7120000000000001,1.128,4.55,0.833
2020-02-25 09:00:00,1.133,0.3,3.07,0.682,1.115,4.2965,0.779
2020-02-26 09:00:00,1.0741,0.27385,2.81,0.6,0.9355,3.87,0.718
2020-02-27 09:00:00,1.0699,0.27585,2.88,0.605,0.9325,3.922,0.7290000000000001
2020-02-28 09:00:00,1.0575,0.2758,2.87,0.594,0.9085,3.8445,0.71
2020-02-29 09:00:00,1.0374,0.2644,2.78,0.575,0.893,3.72,0.693
2020-03-01 09:00:00,1.0374,0.2648,2.76,0.555,0.94,3.796,0.68
2020-03-02 09:00:00,1.0675,0.2779,2.87,0.588,1.009,4.0665,0.7140000000000001
2020-03-03 09:00:00,1.0502,0.26855,2.8,0.5820000000000001,1.018,3.9505,0.698
2020-03-04 09:00:00,1.0503,0.269,2.81,0.5870000000000001,0.9485,3.827,0.7
2020-03-05 09:00:00,1.0791,0.2722,2.86,0.609,0.9735,4.024,0.711
2020-03-06 09:00:00,1.084,0.291,2.91,0.614,0.976,4.161,0.728
2020-03-07 09:00:00,1.0678,0.2848,2.83,0.586,0.9375,3.98,0.701
2020-03-08 09:00:00,0.9876,0.24575,2.51,0.526,0.7885,3.407,0.611
2020-03-09 09:00:00,0.9726,0.24915,2.57,0.509,0.853,3.3535,0.642
2020-03-10 09:00:00,0.9574,0.2433,2.57,0.502,0.827,3.294,0.628
2020-03-11 09:00:00,0.951,0.2333,2.5,0.47600000000000003,0.7875,3.2,0.605
2020-03-12 09:00:00,0.6363,0.143,1.79,0.31,0.495,1.922,0.418
2020-03-13 09:00:00,0.7267,0.1745,2.06,0.371,0.632,2.3325,0.515
2020-03-14 09:00:00,0.6823,0.16145,1.92,0.342,0.6055,2.202,0.484
2020-03-15 09:00:00,0.6909,0.1592,1.97,0.34700000000000003,0.6475,2.29,0.488
2020-03-16 09:00:00,0.6385,0.1409,1.8,0.307,0.571,2.1925,0.449
2020-03-17 09:00:00,0.6774,0.1478,1.87,0.32799999999999996,0.588,2.3295,0.475
2020-03-18 09:00:00,0.6745,0.14785,1.84,0.326,0.575,2.32,0.46
2020-03-19 09:00:00,0.7679,0.17,2.04,0.37799999999999995,0.6295,2.739,0.516
2020-03-20 09:00:00,0.7781,0.16745,1.96,0.37,0.615,2.6995,0.501
2020-03-21 09:00:00,0.774,0.16605,1.98,0.369,0.626,2.75,0.49200000000000005
2020-03-22 09:00:00,0.7366,0.1548,1.87,0.34299999999999997,0.581,2.567,0.465
2020-03-23 09:00:00,0.8047,0.16915,1.97,0.363,0.62,2.7515,0.489
2020-03-24 09:00:00,0.8367,0.17185,2.01,0.375,0.6285,2.8195,0.498
2020-03-25 09:00:00,0.8271,0.1685,2.0,0.363,0.6215,2.7375,0.502
2020-03-26 09:00:00,0.8272,0.17,2.16,0.379,0.6255,2.815,0.526
2020-03-27 09:00:00,0.788,0.1626,2.13,0.359,0.609,2.6445,0.503
2020-03-28 09:00:00,0.7656,0.16075,2.16,0.363,0.5905,2.62,0.489
2020-03-29 09:00:00,0.7218,0.153,1.99,0.344,0.5905,2.5225,0.46399999999999997
2020-03-30 09:00:00,0.7798,0.161,2.09,0.36200000000000004,0.606,2.682,0.48700000000000004
2020-03-31 09:00:00,0.7799,0.16155,2.11,0.371,0.6,2.6605,0.49700000000000005
2020-04-01 09:00:00,0.8074,0.16475,2.12,0.376,0.61,2.722,0.496
2020-04-02 09:00:00,0.8174,0.17015,2.14,0.385,0.614,2.79,0.494
2020-04-03 09:00:00,0.8156,0.17105,2.17,0.39,0.62,2.8535,0.5
2020-04-04 09:00:00,0.8249,0.1732,2.19,0.39,0.6205,2.8615,0.501
2020-04-05 09:00:00,0.8198,0.1726,2.17,0.387,0.6085,2.793,0.524
2020-04-06 09:00:00,0.8786,0.2056,2.38,0.43,0.6735,3.091,0.598
2020-04-07 09:00:00,0.866,0.198,2.32,0.425,0.6555,3.034,0.5820000000000001
2020-04-08 09:00:00,0.8821,0.20755,2.41,0.436,0.699,3.2115,0.614
2020-04-09 09:00:00,0.8804,0.20525,2.39,0.43700000000000006,0.712,3.0985,0.629
2020-04-10 09:00:00,0.8414,0.19405,2.29,0.40700000000000003,0.643,2.856,0.586
2020-04-11 09:00:00,0.8463,0.19515,2.32,0.41100000000000003,0.6495,2.869,0.612
2020-04-12 09:00:00,0.847,0.1944,2.33,0.41100000000000003,0.6535,2.859,0.597
2020-04-13 09:00:00,0.8379,0.19165,2.29,0.40700000000000003,0.6345,2.751,0.5920000000000001
2020-04-14 09:00:00,0.8378,0.19305,2.28,0.40399999999999997,0.6385,2.717,0.5870000000000001
2020-04-15 09:00:00,0.8108,0.18725,2.21,0.39,0.6245,2.6345,0.565
2020-04-16 09:00:00,0.8562,0.2078,2.3,0.41600000000000004,0.6575,2.826,0.591
2020-04-17 09:00:00,0.8519,0.207,2.28,0.41700000000000004,0.6515,2.811,0.59
2020-04-18 09:00:00,0.8712,0.22535,2.35,0.439,0.681,2.931,0.607
2020-04-19 09:00:00,0.866,0.21905,2.31,0.43200000000000005,0.666,2.822,0.5920000000000001
2020-04-20 09:00:00,0.8387,0.20965,2.24,0.41600000000000004,0.641,2.697,0.608
2020-04-21 09:00:00,0.8407,0.21,2.25,0.423,0.637,2.696,0.624
2020-04-22 09:00:00,0.8636,0.2212,2.28,0.44299999999999995,0.6515,2.825,0.665
2020-04-23 09:00:00,0.9057,0.2245,2.33,0.494,0.6775,2.8715,0.75
2020-04-24 09:00:00,0.91,0.22745,2.35,0.504,0.678,2.8855,0.7390000000000001
2020-04-25 09:00:00,0.9164,0.23625,2.36,0.513,0.6985,2.897,0.7509999999999999
2020-04-26 09:00:00,0.9376,0.2401,2.4,0.561,0.7565,2.997,0.755
2020-04-27 09:00:00,0.949,0.23985,2.41,0.568,0.7445,2.965,0.8220000000000001
2020-04-28 09:00:00,0.941,0.23905,2.61,0.57,0.748,2.9345,0.833
2020-04-29 09:00:00,1.053,0.2583,2.72,0.618,0.809,3.075,0.865
2020-04-30 09:00:00,1.0477,0.2503,2.57,0.575,0.781,3.028,0.815
2020-05-01 09:00:00,1.0773,0.25865,2.65,0.622,0.811,3.105,0.888
